age,marital_status,education_level,annual_income,monthly_income,employment_status,debt_to_income_ratio,credit_score,loan_amount,loan_purpose,interest_rate,loan_term,installment,grade_subgrade,num_of_open_accounts,total_credit_limit,current_balance,delinquency_history,public_records,num_of_delinquencies
31,Single,High School,128351.52,10695.96,Unemployed,0.236,627,13146.48,Other,10.7,36,428.53,D3,6,163946.44,77189.73,2,0,2
58,Married,Master's,79429.55,6619.13,Employed,0.105,713,22219.05,Debt consolidation,9.97,36,716.63,C2,6,118211.58,79375.83,4,0,5
71,Single,Bachelor's,19714.91,1642.91,Employed,0.113,633,22764.76,Car,12.8,36,764.84,D5,5,19096.96,9249.94,2,0,2
69,Married,High School,26078.01,2173.17,Employed,0.128,627,21334.34,Medical,9.02,36,678.62,D3,6,27165.01,22196.3,0,0,0
74,Single,High School,33984.01,2832.0,Employed,0.213,737,15361.92,Business,8.58,60,315.77,C5,5,39193.92,18804.06,4,0,4
72,Married,Other,59294.66,4941.22,Employed,0.124,753,9862.3,Home,11.6,60,217.39,B2,6,52739.5,16006.54,2,0,2
29,Single,High School,29590.86,2465.91,Unemployed,0.289,807,22150.53,Debt consolidation,12.28,36,738.68,A5,5,28491.11,8229.42,5,0,6
37,Married,Master's,53026.34,4418.86,Employed,0.301,587,500.0,Debt consolidation,13.67,36,17.01,E2,4,54656.49,21215.08,0,0,1
24,Married,Bachelor's,16336.04,1361.34,Employed,0.297,797,13808.71,Debt consolidation,8.36,36,435.01,B5,6,25711.18,13198.37,2,0,2
36,Single,High School,31199.72,2599.98,Retired,0.024,688,10968.28,Home,14.9,36,379.68,C5,11,47545.87,26998.77,2,0,2
32,Single,Bachelor's,74676.81,6223.07,Employed,0.25,745,23494.66,Debt consolidation,10.05,36,758.66,B1,4,77706.28,11452.73,3,0,3
26,Married,Bachelor's,42215.53,3517.96,Employed,0.065,516,11750.19,Other,15.93,60,285.3,F4,2,62854.79,28848.51,1,0,1
67,Single,Bachelor's,29669.1,2472.42,Unemployed,0.255,552,29313.42,Car,15.52,60,705.39,F5,5,38443.65,20304.63,2,0,3
24,Married,High School,66225.93,5518.83,Employed,0.169,751,19989.21,Education,10.67,36,651.3,B1,7,58765.48,49504.81,3,2,3
65,Single,Bachelor's,19674.98,1639.58,Unemployed,0.073,716,3122.1,Debt consolidation,8.29,60,63.74,C3,0,25110.38,14545.19,3,0,4
58,Single,PhD,60075.14,5006.26,Self-employed,0.08,570,4367.99,Business,12.19,60,97.58,F1,2,36057.29,9123.67,1,0,1
41,Single,High School,41202.45,3433.54,Unemployed,0.251,789,23759.86,Home,12.37,36,793.37,B4,4,24671.38,4240.42,2,0,2
40,Married,Bachelor's,56042.7,4670.22,Employed,0.144,704,11031.74,Education,10.0,36,355.96,C4,3,43208.35,33310.06,3,0,3
53,Divorced,High School,39413.15,3284.43,Employed,0.01,636,500.0,Business,13.95,60,11.62,D2,6,50219.2,39362.9,3,0,3
64,Married,Master's,50310.17,4192.51,Employed,0.126,734,6294.39,Car,9.41,60,131.92,C5,7,34994.87,6939.34,4,0,6
69,Single,Bachelor's,29573.66,2464.47,Self-employed,0.062,681,20816.28,Medical,13.76,36,709.03,C3,4,39753.57,28015.36,3,0,3
47,Married,Bachelor's,31477.72,2623.14,Employed,0.023,610,26306.97,Debt consolidation,13.51,36,892.86,D3,3,25053.23,6000.99,1,0,1
38,Single,Bachelor's,59882.67,4990.22,Employed,0.191,593,28024.92,Debt consolidation,15.09,36,972.73,E5,5,88710.3,62456.18,0,0,1
50,Single,High School,27673.99,2306.17,Employed,0.274,765,13090.43,Education,9.35,36,418.41,B1,5,39968.61,13729.47,0,0,0
68,Married,Bachelor's,46390.12,3865.84,Retired,0.085,758,21742.47,Car,12.63,60,490.6,B1,10,62953.26,33685.95,1,0,1
23,Single,PhD,27899.73,2324.98,Retired,0.059,730,9229.66,Debt consolidation,10.91,36,301.77,C1,4,35027.69,23619.02,1,0,2
50,Married,Other,18347.89,1528.99,Employed,0.154,669,13087.49,Car,11.69,36,432.76,D2,5,18231.57,16445.25,2,0,2
42,Married,Bachelor's,47612.48,3967.71,Employed,0.047,701,500.0,Debt consolidation,10.21,36,16.18,C4,3,46728.15,5061.72,1,0,3
75,Married,High School,59013.36,4917.78,Employed,0.081,643,5873.32,Car,17.02,60,146.03,D3,6,39827.73,19315.39,1,0,2
74,Married,Master's,60790.27,5065.86,Employed,0.174,728,18260.87,Other,12.58,36,611.59,C1,6,41108.27,36127.09,3,0,4
47,Married,High School,48350.48,4029.21,Employed,0.25,634,3237.9,Home,17.23,36,115.81,D2,3,33838.65,8216.32,3,0,5
51,Married,High School,67710.93,5642.58,Self-employed,0.374,685,28508.5,Debt consolidation,12.03,60,634.59,C5,3,99595.26,22538.98,0,0,0
59,Single,Bachelor's,39589.25,3299.1,Unemployed,0.039,629,29539.22,Medical,16.19,36,1041.28,D2,6,64808.86,27673.33,3,0,4
73,Married,Master's,26876.97,2239.75,Self-employed,0.087,623,10217.55,Education,12.98,36,344.17,D3,5,30454.85,16947.64,1,0,2
35,Married,PhD,73316.69,6109.72,Self-employed,0.098,813,27375.94,Car,11.25,36,899.5,A3,5,54377.76,23570.3,1,0,2
60,Married,High School,11078.97,923.25,Retired,0.044,572,500.0,Business,13.53,36,16.97,F3,3,12475.59,10714.94,1,0,1
21,Married,PhD,51541.58,4295.13,Unemployed,0.105,709,11483.28,Business,13.22,36,388.14,C2,8,58726.27,42655.89,1,0,2
41,Married,Master's,7953.03,662.75,Employed,0.131,754,5691.81,Education,12.57,36,190.6,B5,9,19085.39,4868.17,2,0,5
43,Married,Master's,29412.48,2451.04,Employed,0.189,733,14099.88,Debt consolidation,13.59,36,479.1,C2,4,34099.01,24441.47,0,0,0
33,Single,Master's,40415.37,3367.95,Employed,0.115,747,8717.1,Medical,14.41,36,299.67,B3,4,26165.93,18396.6,1,0,2
75,Single,High School,81801.98,6816.83,Self-employed,0.521,604,3965.71,Other,16.87,36,141.13,E1,2,118386.85,17374.92,3,0,3
64,Single,Bachelor's,55254.62,4604.55,Employed,0.073,715,32053.38,Debt consolidation,10.67,60,691.65,C2,4,68216.68,48252.35,2,0,2
21,Divorced,Bachelor's,66201.52,5516.79,Employed,0.316,647,11461.59,Debt consolidation,11.65,36,378.78,D4,5,86071.36,42184.37,1,0,1
39,Single,Bachelor's,21851.26,1820.94,Employed,0.136,670,17868.64,Car,3.79,36,525.89,C2,6,36880.84,17611.26,0,0,0
31,Married,Bachelor's,60466.05,5038.84,Unemployed,0.128,739,19015.56,Home,11.34,60,416.68,C3,8,96219.25,51094.61,1,2,1
56,Married,Bachelor's,49052.6,4087.72,Employed,0.056,653,35519.14,Vacation,10.27,36,1150.61,D5,0,54955.84,19055.87,1,0,2
36,Single,Bachelor's,38773.77,3231.15,Retired,0.186,667,15432.21,Debt consolidation,9.56,36,494.77,D5,4,39740.32,31420.72,2,0,3
27,Married,High School,59219.91,4934.99,Employed,0.331,707,500.0,Debt consolidation,13.56,60,11.52,C5,2,43682.6,35559.15,1,0,2
64,Widowed,Bachelor's,42017.85,3501.49,Self-employed,0.132,624,500.0,Car,14.78,60,11.84,D4,10,69323.47,20544.49,0,0,0
36,Married,High School,17382.97,1448.58,Employed,0.104,662,14820.83,Other,9.46,60,310.98,D1,8,27263.59,21390.34,2,0,2
52,Married,High School,69402.4,5783.53,Retired,0.236,677,9918.2,Home,13.83,36,338.16,C2,7,68549.07,32554.96,2,0,2
48,Married,Master's,74674.08,6222.84,Employed,0.266,592,14347.48,Car,13.34,60,328.95,E4,8,100363.62,58327.5,2,0,4
37,Single,High School,69471.96,5789.33,Unemployed,0.104,644,29891.58,Medical,9.79,60,632.02,D4,0,70292.51,47840.59,2,0,2
45,Single,Bachelor's,33751.15,2812.6,Employed,0.171,797,22450.32,Debt consolidation,11.13,60,489.58,B5,8,31989.87,12846.81,1,0,1
69,Married,Bachelor's,13560.92,1130.08,Unemployed,0.202,654,16907.74,Vacation,11.84,60,374.74,D5,6,18788.19,14450.96,1,0,3
54,Single,Bachelor's,72745.23,6062.1,Self-employed,0.144,773,13067.59,Other,15.63,60,315.22,B4,4,58239.41,14880.49,0,0,1
56,Single,Master's,8444.01,703.67,Employed,0.066,675,20185.94,Car,13.73,36,687.26,C3,10,18340.87,8422.62,0,0,0
22,Single,Bachelor's,11565.13,963.76,Self-employed,0.325,747,27790.15,Home,13.04,60,632.88,B1,5,16285.87,8959.54,2,0,2
26,Married,Master's,7720.86,643.4,Unemployed,0.117,718,33383.92,Debt consolidation,13.94,36,1140.01,C2,6,13122.93,5234.85,1,0,2
60,Married,Bachelor's,25229.45,2102.45,Employed,0.152,742,18417.46,Business,15.29,36,641.07,B4,9,38698.58,34626.32,0,0,1
70,Single,Bachelor's,38041.56,3170.13,Retired,0.31,628,8651.47,Business,17.27,36,309.61,D5,5,48869.72,9538.52,2,0,2
58,Married,High School,24305.11,2025.43,Employed,0.07,536,13869.39,Car,15.87,36,486.72,F1,5,27300.38,19843.31,2,0,2
51,Single,High School,95873.59,7989.47,Employed,0.26,726,17209.29,Debt consolidation,10.01,60,365.73,C4,7,63150.0,40277.62,1,0,1
28,Single,Bachelor's,74645.38,6220.45,Self-employed,0.024,704,22088.0,Debt consolidation,11.97,60,491.0,C3,4,57040.5,14458.99,0,0,0
47,Single,Bachelor's,26208.16,2184.01,Retired,0.103,561,15429.35,Debt consolidation,18.52,36,561.84,F1,5,41756.01,39203.7,2,0,2
23,Married,Bachelor's,44696.7,3724.72,Employed,0.352,657,12336.04,Home,12.49,36,412.63,D5,7,37387.39,26276.34,3,1,3
60,Married,High School,35366.99,2947.25,Self-employed,0.128,773,13294.72,Home,7.24,60,264.76,B3,7,39115.33,6647.04,0,0,0
53,Single,Bachelor's,37668.59,3139.05,Unemployed,0.027,581,20811.56,Debt consolidation,15.67,36,728.29,E2,9,45182.38,2796.88,3,0,4
72,Married,Bachelor's,17150.19,1429.18,Employed,0.154,612,12183.14,Education,15.11,36,422.99,D4,6,14756.67,1647.25,1,0,2
65,Single,Bachelor's,44817.52,3734.79,Self-employed,0.432,746,17702.15,Debt consolidation,9.98,36,571.03,B2,4,51620.33,14809.66,2,0,3
47,Married,Master's,29329.51,2444.13,Self-employed,0.29,702,16553.58,Debt consolidation,11.42,60,363.39,C1,8,47299.17,18244.53,5,0,6
57,Married,Bachelor's,20264.17,1688.68,Employed,0.372,719,5525.86,Car,9.58,36,177.22,C3,3,16195.61,5803.83,1,0,3
41,Single,Bachelor's,12793.76,1066.15,Employed,0.177,678,1049.45,Debt consolidation,11.03,36,34.37,C3,5,18984.61,1918.17,2,0,2
22,Married,Bachelor's,6000.0,500.0,Unemployed,0.295,594,21151.74,Other,12.74,36,710.04,E1,4,8221.48,5469.25,5,0,5
75,Single,High School,19797.54,1649.8,Employed,0.081,673,18658.9,Debt consolidation,12.75,36,626.45,C4,3,20343.63,6753.03,2,0,3
58,Married,High School,50443.28,4203.61,Self-employed,0.179,468,18118.23,Debt consolidation,15.72,60,437.91,F1,4,43157.42,15469.32,3,0,3
71,Married,High School,69793.09,5816.09,Student,0.086,761,16856.52,Education,7.01,36,520.56,B2,5,47970.03,9369.57,0,0,0
43,Single,High School,106120.16,8843.35,Employed,0.082,628,28145.53,Debt consolidation,14.97,60,669.14,D3,5,75780.8,13169.07,2,0,3
58,Married,Other,46766.38,3897.2,Employed,0.05,757,10198.92,Education,9.74,36,327.85,B2,6,55967.39,22568.82,1,0,1
56,Single,High School,53507.13,4458.93,Unemployed,0.327,699,4578.15,Debt consolidation,13.02,60,104.21,C5,4,72025.17,26749.03,2,0,3
25,Single,Bachelor's,18949.89,1579.16,Self-employed,0.038,850,21825.99,Business,8.07,60,443.28,A4,7,30645.08,3879.04,2,0,2
44,Single,Master's,33712.84,2809.4,Employed,0.261,613,30358.59,Other,12.63,60,685.01,D3,5,51856.6,25789.19,3,0,4
40,Single,Master's,28576.8,2381.4,Employed,0.314,669,10113.98,Vacation,14.06,60,235.65,D1,9,30848.92,18832.23,1,0,1
64,Single,High School,46519.2,3876.6,Employed,0.156,624,9648.29,Other,12.6,36,323.23,D4,4,61142.41,6994.79,3,0,3
66,Single,Other,30566.57,2547.21,Retired,0.335,484,8174.48,Home,15.91,60,198.4,F5,2,29793.43,27314.74,5,0,6
53,Single,Master's,24422.49,2035.21,Employed,0.09,633,18540.72,Other,15.34,36,645.81,D2,4,34361.68,29862.66,0,0,0
28,Single,High School,53526.47,4460.54,Employed,0.377,671,24668.85,Debt consolidation,10.21,60,526.69,C4,4,63305.32,41932.45,2,0,2
61,Married,Other,16938.32,1411.53,Self-employed,0.389,604,22148.63,Debt consolidation,14.23,36,759.46,E4,4,19937.52,5028.29,6,0,7
48,Married,Other,40308.84,3359.07,Retired,0.204,654,14875.32,Other,18.31,36,540.09,D3,5,37427.84,31021.44,6,0,6
22,Divorced,PhD,49389.29,4115.77,Employed,0.261,652,16175.01,Business,14.8,36,559.13,D3,7,40298.52,37005.66,3,0,3
57,Single,High School,57792.15,4816.01,Student,0.043,650,28597.87,Debt consolidation,11.3,60,626.07,D3,4,82442.67,29082.96,1,0,1
27,Single,Master's,35533.61,2961.13,Self-employed,0.236,617,8799.69,Debt consolidation,13.64,36,299.22,D2,1,44703.52,40418.8,2,0,4
74,Married,High School,79149.23,6595.77,Employed,0.073,734,15250.25,Debt consolidation,13.83,36,519.96,C4,7,117035.56,87532.57,0,0,0
39,Single,Bachelor's,32416.3,2701.36,Employed,0.107,615,9499.76,Medical,14.87,36,328.71,D4,8,34033.87,8123.57,3,0,3
65,Single,High School,66126.28,5510.52,Retired,0.207,656,16938.94,Debt consolidation,12.31,60,379.46,D2,3,69655.43,53122.84,0,0,1
26,Single,High School,17985.76,1498.81,Retired,0.11,698,28372.89,Car,10.45,36,921.52,C2,8,18265.8,7157.41,2,0,2
62,Single,Master's,47481.85,3956.82,Employed,0.121,718,16755.65,Debt consolidation,12.28,60,375.1,C5,3,63567.17,59544.11,1,0,2
22,Married,Bachelor's,67026.22,5585.52,Employed,0.173,592,13559.75,Debt consolidation,13.06,36,457.27,E2,1,35937.14,11939.16,0,0,3
73,Single,Master's,37067.05,3088.92,Employed,0.089,660,22085.53,Debt consolidation,10.86,60,478.65,D4,6,25189.74,16930.7,0,0,0
36,Married,Bachelor's,19505.67,1625.47,Unemployed,0.17,752,13568.78,Debt consolidation,8.34,36,427.33,B5,7,27888.18,23544.18,1,0,1
71,Married,Bachelor's,35762.86,2980.24,Employed,0.092,736,17346.37,Other,11.84,36,574.82,C3,4,42785.96,12371.92,3,0,3
21,Married,Master's,14746.9,1228.91,Employed,0.035,727,17828.57,Debt consolidation,12.07,60,397.22,C2,5,24360.82,18185.84,0,0,0
65,Single,Bachelor's,51345.22,4278.77,Unemployed,0.01,672,17174.45,Car,16.13,60,418.84,C4,2,73069.32,49078.26,1,0,3
23,Married,Bachelor's,73950.73,6162.56,Employed,0.066,709,25284.01,Car,12.11,36,841.12,C4,5,62374.24,14624.16,1,0,1
61,Single,Master's,39610.58,3300.88,Employed,0.098,705,8980.28,Debt consolidation,11.17,36,294.73,C1,3,43547.48,29491.95,0,0,0
34,Single,High School,12269.51,1022.46,Employed,0.172,601,21315.51,Other,13.38,36,722.11,E4,7,23464.11,2575.35,2,0,4
40,Single,High School,77497.88,6458.16,Employed,0.109,648,500.0,Home,11.87,36,16.58,D5,2,44463.32,25627.38,2,0,2
45,Married,Master's,32424.86,2702.07,Employed,0.34,693,26811.67,Debt consolidation,13.66,36,911.94,C4,7,32131.94,6790.11,2,0,3
73,Single,Bachelor's,62018.6,5168.22,Employed,0.087,781,8988.79,Other,11.03,36,294.41,B5,3,80373.48,5262.7,2,0,3
31,Single,Bachelor's,197994.07,16499.51,Employed,0.039,594,13599.01,Debt consolidation,13.43,36,461.03,E3,6,284643.22,222540.27,0,0,0
65,Married,Bachelor's,41627.17,3468.93,Unemployed,0.109,721,26544.06,Debt consolidation,11.99,36,881.52,C4,4,63539.72,33311.39,0,0,0
40,Single,Bachelor's,30738.57,2561.55,Employed,0.206,704,17157.34,Debt consolidation,9.58,60,361.01,C3,6,33779.59,16725.28,4,0,6
61,Married,Bachelor's,26131.37,2177.61,Employed,0.345,612,15217.35,Debt consolidation,9.19,36,485.25,D2,3,24254.19,13082.97,2,0,2
43,Married,Master's,21134.05,1761.17,Employed,0.082,769,30420.19,Home,10.38,36,987.01,B3,2,29184.95,12994.11,1,0,2
27,Single,Bachelor's,77492.81,6457.73,Employed,0.268,648,17854.25,Medical,13.62,36,606.93,D1,8,64267.02,52554.71,2,0,2
53,Divorced,Bachelor's,13328.57,1110.71,Employed,0.33,633,2609.9,Debt consolidation,14.2,60,61.0,D3,3,10824.73,4721.28,5,0,6
38,Single,Bachelor's,55289.13,4607.43,Student,0.282,591,9418.55,Car,14.74,36,325.3,E1,7,50242.79,3803.78,3,2,3
53,Married,High School,27075.74,2256.31,Student,0.263,805,23012.63,Education,12.1,36,765.45,A5,1,38675.72,5243.9,1,0,2
33,Married,High School,53843.69,4486.97,Employed,0.074,634,14750.72,Debt consolidation,10.93,36,482.43,D4,2,54421.78,29570.09,1,0,2
67,Married,High School,32563.28,2713.61,Employed,0.128,620,25141.42,Car,16.06,36,884.64,D3,4,25929.97,19629.01,2,0,2
34,Single,Master's,10548.47,879.04,Employed,0.144,609,32330.57,Debt consolidation,10.98,36,1058.16,E1,4,9411.18,4976.11,0,0,0
29,Married,Bachelor's,57387.21,4782.27,Unemployed,0.01,581,500.0,Debt consolidation,12.09,36,16.63,E4,8,55422.95,15742.1,1,0,1
27,Single,Bachelor's,122030.58,10169.22,Employed,0.21,624,21418.7,Debt consolidation,14.66,60,505.73,D2,4,108685.12,42117.08,2,0,2
28,Single,Other,44399.75,3699.98,Unemployed,0.115,715,2600.68,Home,13.44,36,88.18,C2,9,32897.48,15620.97,0,0,3
23,Single,Bachelor's,73356.57,6113.05,Employed,0.092,589,28579.38,Debt consolidation,15.89,60,693.33,E3,5,102355.5,38663.29,4,0,5
63,Married,High School,73443.45,6120.29,Employed,0.204,762,43025.94,Business,9.0,36,1368.21,B3,3,66889.68,11756.26,1,0,1
21,Married,High School,41937.57,3494.8,Employed,0.043,706,18369.44,Debt consolidation,12.56,36,615.05,C4,4,53525.03,4342.57,1,0,1
66,Married,High School,25280.75,2106.73,Unemployed,0.13,710,10336.33,Car,10.74,36,337.13,C5,6,31905.87,7048.41,0,0,1
30,Married,High School,18637.91,1553.16,Employed,0.306,616,15049.34,Other,12.67,36,504.68,D2,2,23787.4,20661.34,5,0,5
45,Single,Bachelor's,53528.75,4460.73,Employed,0.042,802,17322.82,Debt consolidation,12.57,60,390.34,A5,3,53836.53,38958.25,0,0,0
55,Married,High School,48007.33,4000.61,Employed,0.124,660,17169.77,Other,13.8,36,585.16,D2,4,39010.4,16309.34,2,0,2
45,Married,Bachelor's,104380.32,8698.36,Self-employed,0.133,662,16529.67,Home,11.24,60,361.38,D4,5,82012.07,60400.95,3,0,3
57,Single,Master's,16905.83,1408.82,Unemployed,0.266,718,500.0,Debt consolidation,13.11,60,11.4,C4,8,17281.72,13665.28,0,2,1
73,Married,Bachelor's,27537.82,2294.82,Employed,0.014,707,19434.36,Medical,13.42,36,658.76,C2,2,34076.31,22291.5,3,0,3
69,Single,Bachelor's,48391.95,4032.66,Employed,0.404,773,22691.57,Debt consolidation,9.44,60,475.9,B2,6,75334.29,44639.09,3,0,3
41,Single,Bachelor's,22623.09,1885.26,Employed,0.09,723,4176.35,Debt consolidation,9.43,60,87.57,C4,4,21397.36,16996.56,3,0,3
56,Married,Bachelor's,57408.53,4784.04,Employed,0.161,630,16676.2,Medical,15.1,60,397.6,D5,8,87549.35,34590.51,4,0,4
48,Married,High School,38510.61,3209.22,Unemployed,0.033,623,4605.92,Home,9.87,60,97.57,D5,3,51052.61,4648.98,1,0,2
56,Married,Bachelor's,59731.8,4977.65,Retired,0.278,682,14817.27,Business,12.83,36,498.04,C1,2,57799.89,38352.29,2,0,2
73,Married,High School,8516.16,709.68,Employed,0.189,731,29673.96,Debt consolidation,9.1,36,945.01,C3,5,15107.21,7497.53,5,0,5
59,Single,Bachelor's,18403.95,1533.66,Employed,0.116,670,12175.94,Other,9.79,60,257.45,C2,1,18299.68,7621.82,3,0,4
36,Married,Bachelor's,42359.84,3529.99,Unemployed,0.086,850,8052.4,Debt consolidation,10.47,36,261.61,A1,3,31342.45,19136.98,3,0,4
57,Married,Bachelor's,64906.94,5408.91,Retired,0.048,755,5414.25,Home,11.24,36,177.87,B5,8,45224.25,25246.98,1,0,1
22,Single,Bachelor's,30578.5,2548.21,Employed,0.172,620,28760.16,Debt consolidation,9.8,36,925.31,D1,5,48690.18,28974.4,0,1,1
32,Single,Other,27597.94,2299.83,Student,0.08,617,20559.16,Other,12.31,36,685.91,D1,4,22278.74,6462.59,2,0,2
70,Single,Master's,106351.94,8862.66,Employed,0.19,538,3609.35,Debt consolidation,17.09,36,128.84,F4,4,75615.5,9980.06,5,0,7
23,Single,Bachelor's,35990.76,2999.23,Employed,0.247,850,500.0,Other,9.02,60,10.38,A1,5,27890.9,7245.97,3,0,3
56,Single,Bachelor's,28616.51,2384.71,Employed,0.128,850,25234.99,Business,11.59,60,556.12,A1,8,32515.22,18932.85,0,0,1
73,Single,High School,22126.05,1843.84,Unemployed,0.094,708,16630.36,Home,14.9,36,575.68,C1,1,22557.05,3118.23,1,0,2
35,Married,Bachelor's,55502.74,4625.23,Unemployed,0.127,570,24372.46,Business,16.44,60,598.4,F5,4,59101.15,41354.41,0,0,1
34,Single,Other,64439.1,5369.92,Employed,0.062,627,5892.77,Car,15.99,36,207.14,D1,4,56460.55,37449.23,1,0,2
69,Married,Bachelor's,19063.05,1588.59,Unemployed,0.12,644,11754.2,Other,14.82,60,278.52,D4,2,21798.04,18549.17,1,0,1
36,Single,Master's,92403.13,7700.26,Self-employed,0.333,682,8147.39,Other,12.2,36,271.39,C2,4,73810.13,29839.49,1,1,2
30,Single,Bachelor's,20351.22,1695.94,Employed,0.224,684,26634.55,Education,12.85,36,895.5,C2,7,22739.35,13313.0,3,0,3
52,Single,PhD,18012.64,1501.05,Employed,0.162,647,12913.83,Car,11.59,36,426.4,D3,3,26268.8,7154.39,1,0,3
43,Single,Master's,33270.55,2772.55,Employed,0.092,727,22462.99,Debt consolidation,10.15,60,478.93,C4,3,50418.19,20296.4,1,0,1
52,Widowed,Other,43064.57,3588.71,Self-employed,0.131,611,7596.78,Vacation,15.7,36,265.96,D4,4,66846.58,29942.09,0,0,0
71,Married,Bachelor's,40736.24,3394.69,Employed,0.372,668,13242.98,Medical,12.64,36,443.92,D1,4,34328.89,23685.1,4,0,5
43,Single,High School,36997.37,3083.11,Employed,0.277,659,10235.9,Debt consolidation,13.4,36,346.86,D5,7,48248.18,22698.35,4,0,4
38,Single,Bachelor's,21408.43,1784.04,Student,0.015,729,15909.72,Other,14.26,60,372.34,C3,9,33808.67,8828.05,1,0,1
45,Single,High School,22288.79,1857.4,Unemployed,0.345,630,8738.53,Other,11.99,36,290.2,D1,4,24658.13,6819.1,3,0,4
39,Single,Other,18819.18,1568.26,Employed,0.094,647,27833.37,Debt consolidation,12.98,36,937.55,D5,9,31740.65,17564.49,2,0,2
46,Married,High School,34067.2,2838.93,Employed,0.055,705,4046.41,Business,8.84,36,128.37,C5,5,47013.58,21426.97,1,0,1
25,Married,Bachelor's,23436.86,1953.07,Employed,0.266,823,16924.58,Business,7.8,60,341.55,A3,3,23423.35,20736.0,1,0,1
58,Single,Master's,25690.1,2140.84,Employed,0.147,737,24306.09,Other,9.56,36,779.28,C2,5,24384.14,4852.0,1,0,3
35,Married,Bachelor's,118453.73,9871.14,Employed,0.1,707,22030.75,Vacation,11.91,36,730.79,C4,3,112210.42,44050.79,2,0,2
40,Single,Other,59644.95,4970.41,Employed,0.239,647,15847.5,Debt consolidation,12.11,36,527.2,D2,4,60081.68,17556.76,2,0,2
47,Married,Master's,54427.14,4535.6,Self-employed,0.1,701,12639.72,Debt consolidation,13.18,36,426.98,C4,2,45910.13,12004.56,1,0,1
60,Single,Bachelor's,68238.7,5686.56,Self-employed,0.18,812,14522.58,Vacation,7.62,60,291.83,A5,9,99897.81,42509.95,1,0,1
57,Married,Master's,24557.51,2046.46,Employed,0.263,613,34390.95,Education,13.04,36,1159.43,D4,1,31376.09,10009.82,4,0,4
40,Married,Other,34228.82,2852.4,Self-employed,0.017,673,5711.39,Medical,10.44,36,185.47,C3,6,48086.29,2600.26,0,0,1
46,Married,Bachelor's,69385.56,5782.13,Student,0.245,675,5422.73,Vacation,14.08,36,185.55,C3,5,104883.5,34749.12,5,0,5
26,Married,Bachelor's,27538.87,2294.91,Employed,0.069,598,9968.68,Medical,13.18,36,336.75,E1,3,35143.45,3826.56,2,0,3
26,Married,High School,73679.72,6139.98,Employed,0.336,754,17846.67,Home,10.24,36,577.87,B1,6,74926.35,9279.92,2,0,2
53,Married,Bachelor's,32794.33,2732.86,Employed,0.327,645,3810.24,Education,14.86,60,90.37,D2,4,40739.89,22174.26,2,0,3
54,Married,Bachelor's,30615.84,2551.32,Employed,0.219,720,20822.53,Home,9.68,36,668.76,C4,5,34650.3,1798.64,1,0,2
68,Married,Bachelor's,43850.09,3654.17,Employed,0.363,700,40705.85,Debt consolidation,11.75,60,900.35,C3,6,38580.72,4825.56,2,0,4
35,Married,Master's,95126.36,7927.2,Employed,0.147,666,26911.5,Other,13.28,36,910.39,D3,5,83143.49,38198.64,1,2,3
33,Single,Master's,29505.73,2458.81,Employed,0.147,780,15472.52,Debt consolidation,10.94,36,506.11,B5,6,30329.61,6417.65,1,1,1
23,Single,Other,29466.55,2455.55,Unemployed,0.26,616,10809.17,Other,16.56,60,266.09,D2,9,37120.99,10032.45,4,0,4
64,Single,Bachelor's,48111.47,4009.29,Employed,0.283,677,23791.1,Medical,11.29,36,782.16,C5,6,70049.15,58326.41,0,0,1
71,Single,Bachelor's,24732.75,2061.06,Self-employed,0.246,639,6154.92,Medical,13.97,36,210.27,D1,4,33977.46,5183.14,4,0,4
24,Widowed,High School,11299.31,941.61,Employed,0.291,677,500.0,Other,9.46,36,16.01,C1,2,14494.2,6292.53,4,0,4
23,Married,High School,36839.45,3069.95,Employed,0.219,618,12337.73,Education,13.72,60,285.29,D3,3,50665.03,2928.45,2,0,2
25,Single,Other,33307.03,2775.59,Employed,0.336,674,8166.32,Business,13.11,60,186.27,C3,6,27947.06,9846.76,5,0,7
38,Single,High School,6000.0,500.0,Employed,0.207,756,25422.86,Home,8.02,36,796.89,B2,12,18067.4,4981.33,2,0,2
64,Married,Bachelor's,24419.94,2035.0,Employed,0.261,626,8683.29,Home,14.3,36,298.04,D5,7,38447.75,8661.88,2,0,2
36,Married,Master's,27815.49,2317.96,Self-employed,0.331,654,13597.22,Other,12.1,60,303.15,D3,8,38234.47,20740.1,1,0,2
60,Married,Bachelor's,77037.85,6419.82,Employed,0.073,691,25463.13,Other,12.52,36,852.08,C2,5,77997.82,47073.03,5,0,5
71,Married,Bachelor's,18716.81,1559.73,Employed,0.161,614,5008.73,Car,12.16,60,111.82,D2,4,29604.01,14202.45,3,0,4
31,Single,Master's,28110.4,2342.53,Employed,0.12,582,23313.99,Business,13.25,60,533.45,E3,4,42733.31,32414.96,1,0,2
59,Single,High School,35803.94,2983.66,Employed,0.127,668,17499.37,Home,12.26,60,391.57,D2,5,31598.31,24207.9,3,0,3
42,Single,Bachelor's,49754.87,4146.24,Employed,0.167,756,13846.73,Debt consolidation,9.75,36,445.17,B2,5,54492.23,44286.41,0,0,0
52,Single,High School,47384.52,3948.71,Employed,0.029,617,21404.81,Other,16.56,36,758.46,D2,7,69916.87,21779.36,4,0,5
